SalesID,OrderID,ProductID,CustomerID,RegionID,Quantity,SalesAmount,SalesDate
606,1290,5,33,23,16,25401,2023-04-15
607,1236,7,48,1,16,47703,2023-03-25
608,1315,7,56,23,6,25642,2022-01-31
609,1295,5,70,25,16,37915,2022-03-17
610,1058,1,21,3,18,44904,2022-02-20
611,1313,5,76,31,13,4547,2024-01-19
612,1100,4,18,15,16,37311,2022-04-23
613,1024,5,24,30,3,36643,2023-09-26
614,1308,5,24,29,16,16677,2022-07-06
615,1483,7,50,23,5,2552,2023-06-06
616,1287,5,21,7,3,26482,2022-10-22
617,1024,2,50,29,10,22022,2024-02-29
618,1322,8,20,44,10,42893,2024-09-30
619,1354,2,91,5,2,16437,2024-09-03
620,1264,1,65,33,3,35159,2023-06-13
621,1209,5,51,25,13,47617,2023-10-12
622,1269,6,54,12,11,44610,2023-10-30
623,1081,5,20,23,10,9739,2024-02-17
624,1238,8,50,43,18,9028,2023-08-12
625,1340,4,64,25,3,36706,2023-07-05
626,1223,2,66,9,15,31420,2023-08-11
627,1096,5,66,11,12,35531,2022-07-13
628,1052,3,11,46,3,48216,2022-07-10
629,1400,7,59,11,18,19401,2023-05-27
630,1054,1,21,32,12,1747,2022-11-24
631,1291,6,49,39,15,26749,2022-09-05
632,1079,5,13,3,18,2109,2023-03-28
633,1494,6,94,42,13,813,2022-12-08
634,1145,2,62,22,17,2427,2023-01-09
635,1276,2,27,15,6,48161,2022-02-25
636,1369,1,53,23,16,31833,2024-08-30
637,1046,6,6,11,18,22186,2024-10-06
638,1368,2,80,33,1,27797,2023-04-19
639,1141,7,75,32,11,27051,2022-03-18
640,1357,6,51,30,14,40090,2023-09-12
641,1044,1,100,21,14,9225,2022-05-31
642,1393,6,41,38,4,22458,2024-11-30
643,1394,3,8,10,6,23353,2022-07-09
644,1416,1,25,35,12,17022,2023-01-11
645,1258,5,10,22,13,37313,2023-07-01
646,1091,4,29,47,2,34057,2022-10-17
647,1406,4,70,18,2,11700,2023-01-08
648,1243,4,4,18,8,8674,2023-05-11
649,1396,7,93,47,13,6468,2024-02-15
650,1188,6,53,34,4,38059,2024-12-10
651,1330,2,26,5,17,21461,2022-03-01
652,1135,4,33,30,13,7595,2024-06-16
653,1489,1,73,6,4,47779,2022-01-31
654,1498,7,87,16,5,14421,2023-07-16
655,1203,8,24,40,13,7617,2023-12-19
656,1127,3,55,22,8,37435,2022-12-27
657,1167,5,64,50,8,35780,2024-05-02
658,1088,4,74,2,4,49414,2024-01-06
659,1261,4,89,23,11,910,2024-11-15
660,1346,1,42,49,6,26881,2024-08-27
661,1434,1,16,27,5,9207,2023-02-24
662,1490,1,35,4,4,37541,2024-06-06
663,1443,4,8,19,11,10146,2022-12-14
664,1084,7,78,15,18,44360,2023-09-07
665,1081,8,70,9,14,41381,2023-01-30
666,1307,4,19,30,15,21934,2022-01-17
667,1059,2,99,10,5,39757,2024-04-21
668,1263,6,94,18,15,2260,2023-12-17
669,1477,5,20,21,18,27357,2024-06-08
670,1210,1,32,39,18,42366,2022-04-10
671,1047,8,71,18,8,11330,2022-02-13
672,1184,2,30,10,5,21990,2022-10-26
673,1350,8,51,8,7,5814,2023-09-29
674,1041,1,92,21,3,11229,2022-03-31
675,1325,3,79,22,3,21985,2022-09-30
676,1066,8,9,40,14,25046,2023-05-19
677,1381,1,74,22,18,49589,2023-07-18
678,1322,5,88,13,9,34239,2023-11-13
679,1051,2,3,4,3,39456,2024-08-16
680,1390,8,43,20,18,35350,2022-03-25
681,1459,3,33,1,11,19274,2023-03-30
682,1054,8,77,22,15,26915,2024-03-17
683,1006,8,26,19,18,609,2023-10-27
684,1283,8,23,40,3,33362,2023-02-27
685,1460,3,19,17,10,34340,2022-10-04
686,1009,5,92,16,8,44970,2024-01-15
687,1160,6,100,41,17,44017,2024-10-02
688,1410,6,23,46,15,42339,2023-04-29
689,1129,4,29,49,9,35386,2024-04-13
690,1200,2,65,35,2,28526,2022-09-20
691,1249,1,42,47,5,28026,2024-11-23
692,1147,3,28,32,9,45594,2022-11-09
693,1308,4,48,21,18,35343,2022-07-22
694,1007,2,72,2,5,16546,2022-12-12
695,1464,7,38,50,5,36746,2022-01-28
696,1018,4,34,19,19,21397,2022-02-20
697,1120,7,92,14,8,11185,2022-08-09
698,1016,8,86,17,12,19938,2023-04-28
699,1408,1,74,25,14,41868,2022-11-15
700,1276,7,16,25,10,524,2023-04-12
701,1372,7,81,35,8,1696,2024-02-22
702,1149,6,66,18,8,15518,2023-06-13
703,1496,5,8,1,16,41719,2023-07-28
704,1265,2,51,9,1,14798,2022-03-06
705,1027,2,32,23,1,47550,2023-03-18
706,1017,4,63,33,14,9539,2023-02-20
707,1111,3,62,48,4,30747,2023-09-06
708,1039,4,24,23,5,6436,2022-11-14
709,1048,6,14,32,8,23999,2024-02-21
710,1178,4,75,29,1,44644,2024-05-17
711,1463,3,44,46,9,39547,2024-10-29
712,1408,8,70,45,4,15773,2022-07-20
713,1407,7,45,22,3,22332,2023-07-31
714,1222,4,18,20,12,12327,2022-02-24
715,1334,3,90,10,18,30038,2023-08-08
716,1127,8,74,23,13,25455,2024-08-29
717,1341,4,60,33,4,25173,2024-03-22
718,1311,8,98,31,4,3451,2023-02-09
719,1319,3,63,46,13,31974,2023-06-26
720,1046,4,64,48,1,13273,2022-12-17
721,1456,8,46,10,4,46430,2024-03-30
722,1025,4,33,3,5,19126,2024-01-01
723,1260,3,9,15,7,541,2023-06-03
724,1092,7,93,19,11,47556,2022-08-17
725,1044,2,42,26,9,24895,2023-08-13
726,1283,7,50,8,4,12255,2024-02-11
727,1012,5,28,34,1,23943,2024-02-27
728,1340,5,5,48,17,39817,2023-07-24
729,1032,7,39,25,5,11821,2024-08-25
730,1242,7,51,7,5,43567,2023-11-20
731,1360,8,60,1,11,28557,2024-08-27
732,1228,1,54,15,16,37110,2023-01-22
733,1039,5,91,24,6,37619,2024-01-04
734,1097,7,96,8,13,33614,2022-09-08
735,1260,1,2,6,12,702,2022-05-03
736,1425,2,43,12,6,26399,2022-05-18
737,1396,1,12,7,19,39743,2022-04-09
738,1253,6,16,29,17,26591,2022-12-24
739,1143,3,8,15,17,11051,2022-03-19
740,1023,6,51,30,15,21398,2023-01-08
741,1446,1,87,11,18,20590,2022-01-26
742,1265,1,18,15,13,25799,2024-12-23
743,1180,5,8,19,8,3135,2024-05-01
744,1283,6,36,19,8,17311,2024-07-02
745,1071,7,60,14,14,47549,2024-09-16
746,1344,1,12,48,5,11551,2023-09-29
747,1295,8,47,42,13,19345,2023-06-18
748,1053,8,16,36,6,23861,2022-05-13
749,1191,6,97,7,6,46338,2022-09-26
750,1291,1,94,15,6,47731,2024-10-23
751,1200,5,55,49,18,40318,2023-06-14
752,1205,8,77,24,3,3268,2022-06-06
753,1069,8,73,34,2,6767,2024-12-25
754,1500,5,94,10,11,23737,2022-08-21
755,1114,4,36,7,7,5738,2024-01-14
756,1391,4,41,7,15,33506,2024-07-31
757,1237,2,44,36,7,31121,2024-08-15
758,1295,1,93,7,13,33665,2024-07-19
759,1467,7,67,48,5,42066,2022-09-30
760,1437,3,62,28,1,29250,2024-10-21
761,1084,5,14,50,5,32522,2023-04-16
762,1358,3,15,47,12,19360,2024-04-17
763,1007,6,13,47,15,40650,2024-02-14
764,1334,4,57,37,11,47867,2024-05-18
765,1457,1,88,20,6,16027,2024-09-16
766,1158,5,11,10,10,36375,2024-06-10
767,1230,2,94,2,3,12006,2023-02-28
768,1455,7,99,45,11,43850,2023-08-10
769,1057,2,89,37,14,40313,2024-11-13
770,1157,4,67,13,5,14529,2022-12-14
771,1038,1,66,32,3,42789,2022-07-28
772,1003,2,4,24,1,45810,2022-10-14
773,1223,1,94,48,15,24545,2024-09-11
774,1246,3,15,48,11,22396,2023-06-11
775,1442,5,87,24,14,45026,2023-08-15
776,1483,3,15,15,8,37613,2023-06-03
777,1377,6,18,1,6,7962,2023-06-18
778,1207,6,78,30,4,42473,2024-12-29
779,1217,5,33,42,15,39212,2022-09-22
780,1033,6,96,13,10,13237,2022-11-04
781,1278,2,33,3,17,33108,2022-06-09
782,1144,4,12,21,6,26777,2023-03-15
783,1283,2,92,2,13,30354,2024-05-22
784,1076,3,13,20,1,28680,2024-10-13
785,1055,3,94,18,15,46763,2023-08-21
786,1291,8,2,39,19,16284,2022-12-01
787,1364,4,79,40,8,16394,2024-11-21
788,1243,1,12,29,10,33379,2023-04-22
789,1182,7,37,9,16,4937,2024-04-03
790,1015,5,33,14,10,41800,2024-12-09
791,1029,2,98,37,16,44306,2023-01-09
792,1466,1,65,14,9,11703,2022-12-26
793,1181,4,68,34,13,29936,2023-03-22
794,1156,7,25,23,2,35694,2022-06-24
795,1011,6,66,14,10,25829,2024-07-05
796,1268,8,51,13,7,36224,2022-04-20
797,1081,7,92,17,3,43526,2022-12-02
798,1080,1,98,8,9,8661,2024-10-21
799,1256,4,11,11,14,15671,2024-08-15
800,1214,6,66,5,18,30068,2022-12-10
801,1202,2,22,25,16,25796,2022-03-14
802,1436,8,14,29,6,44312,2023-12-20
803,1270,3,41,35,7,30460,2024-02-28
804,1248,8,90,12,5,49502,2022-10-09
805,1302,7,69,15,5,5059,2024-02-08
806,1147,8,23,17,4,5433,2024-06-27
807,1289,2,32,34,19,4664,2023-01-09
808,1086,7,46,28,16,44772,2024-05-08
809,1202,4,28,5,15,35377,2023-03-24
810,1061,2,18,34,13,10631,2022-03-14
811,1017,3,75,26,14,47147,2022-10-04
812,1364,6,80,44,6,45019,2024-10-03
813,1181,4,46,28,19,17255,2023-02-11
814,1435,7,70,49,2,47085,2023-09-17
815,1172,7,89,34,1,38728,2023-05-15
816,1132,5,97,20,3,31806,2022-04-04
817,1234,5,28,34,11,14348,2022-03-17
818,1466,7,77,43,2,37544,2023-03-30
819,1290,3,26,32,1,40071,2023-04-04
820,1028,5,12,50,14,31492,2023-07-23
821,1070,5,43,31,15,888,2022-08-28
822,1371,6,33,47,12,3172,2022-08-22
823,1358,6,76,39,1,34920,2023-12-01
824,1053,5,3,7,12,16588,2024-05-30
825,1324,7,98,1,10,39688,2024-06-29
826,1127,1,21,42,8,35600,2023-01-07
827,1459,7,50,47,13,22349,2022-02-03
828,1305,8,99,31,16,44237,2023-01-10
829,1333,7,70,47,11,45191,2023-03-20
830,1131,1,1,3,16,8372,2022-10-07
831,1046,6,25,42,15,4118,2023-09-12
832,1414,8,51,11,5,12623,2023-08-16
833,1499,2,27,39,7,8568,2023-07-08
834,1070,1,47,44,13,5570,2024-08-16
835,1231,6,72,10,12,48894,2022-08-14
836,1036,1,41,47,19,26133,2023-08-21
837,1469,8,32,40,3,44518,2024-06-09
838,1064,2,2,32,12,8039,2024-05-06
839,1290,3,65,3,8,26615,2024-07-14
840,1281,4,64,9,12,24481,2022-05-04
841,1471,8,91,49,8,31042,2023-11-02
842,1092,3,66,35,17,28746,2022-05-19
843,1095,1,26,13,7,8965,2022-10-29
844,1336,8,32,31,6,3781,2024-02-07
845,1251,3,78,15,12,22059,2022-10-19
846,1088,1,2,43,7,19329,2022-09-26
847,1381,8,18,37,2,49405,2024-10-13
848,1396,5,3,42,4,44221,2024-02-07
849,1445,3,16,36,3,39057,2023-06-12
850,1231,8,83,15,17,4531,2023-10-13
851,1196,6,25,48,5,23581,2024-10-12
852,1293,7,82,17,19,16103,2023-08-31
853,1040,3,3,24,13,44576,2024-03-15
854,1196,8,93,35,9,15479,2024-05-20
855,1003,6,23,10,1,36411,2023-04-11
856,1066,2,40,5,9,35091,2022-07-01
857,1154,3,8,33,3,44134,2022-08-11
858,1090,7,44,22,12,28037,2024-04-08
859,1393,4,76,21,12,28444,2023-04-22
860,1038,2,33,2,9,30613,2024-08-23
861,1129,6,11,6,10,17611,2023-04-27
862,1250,8,53,5,19,42399,2023-08-07
863,1206,4,6,35,12,41846,2024-01-24
864,1187,8,60,36,10,24430,2024-02-12
865,1075,6,72,13,3,15487,2023-02-20
866,1443,2,32,5,18,15749,2023-03-02
867,1331,8,63,19,11,9648,2023-10-10
868,1068,3,17,34,13,33741,2024-01-27
869,1104,7,77,2,16,2653,2024-04-05
870,1138,5,43,47,5,39004,2024-11-16
871,1400,1,36,42,13,42355,2023-08-31
872,1396,5,92,36,4,49115,2023-09-21
873,1107,3,97,28,12,18436,2024-06-26
874,1416,3,25,47,16,13150,2024-08-18
875,1493,2,46,23,13,43140,2024-12-06
876,1442,8,76,1,9,5748,2024-12-21
877,1390,4,3,39,10,8537,2022-07-12
878,1215,3,90,30,17,6465,2022-05-30
879,1414,4,12,49,6,26923,2024-09-19
880,1027,7,51,15,2,13907,2024-06-21
881,1142,6,36,6,6,3699,2024-02-07
882,1433,7,74,29,12,10613,2024-04-26
883,1299,7,76,48,4,4262,2022-10-08
884,1059,2,74,6,19,28033,2022-03-28
885,1158,1,16,4,4,49996,2023-09-19
886,1394,1,84,48,19,8600,2024-11-10
887,1157,8,20,25,8,4875,2023-12-30
888,1044,8,89,37,1,15551,2023-11-25
889,1037,3,88,45,8,24093,2024-03-06
890,1174,5,53,8,7,48491,2024-12-18
891,1344,4,2,22,4,4547,2022-12-18
892,1371,1,84,27,17,20893,2024-06-22
893,1118,1,66,43,19,17193,2022-08-31
894,1459,3,29,32,17,27960,2023-12-11
895,1093,6,33,10,1,24601,2024-01-05
896,1346,5,1,32,18,2252,2022-01-25
897,1457,2,65,47,17,17135,2022-08-19
898,1140,6,35,11,14,47683,2023-10-25
899,1374,6,80,16,18,13838,2023-09-27
900,1069,5,21,16,4,11367,2024-11-06
901,1045,4,11,5,15,7338,2024-11-07
902,1056,8,44,3,16,30446,2022-06-13
903,1251,2,60,28,2,32189,2024-02-19
904,1440,4,12,34,6,41620,2024-02-16
905,1195,8,87,23,14,18848,2024-07-03
906,1430,6,54,44,18,45839,2022-04-22
907,1135,1,90,41,14,32824,2023-03-17
908,1096,6,98,43,5,37322,2022-07-10
909,1007,5,12,15,9,19459,2023-12-13
910,1192,1,57,13,15,41202,2022-01-02
911,1013,2,45,22,19,2580,2022-02-16
912,1147,5,2,28,19,8783,2024-02-29
913,1058,1,74,33,19,36111,2024-05-01
914,1211,3,27,12,1,22929,2024-05-11
915,1210,5,23,7,2,6830,2024-11-23
916,1344,3,88,23,11,22784,2023-03-14
917,1421,1,12,10,19,28316,2024-10-19
918,1383,1,55,5,2,40225,2024-03-26
919,1046,1,88,50,11,33178,2024-04-30
920,1419,5,46,9,7,19664,2023-02-25
921,1160,1,14,24,16,13178,2022-03-13
922,1210,1,33,20,11,10346,2022-08-28
923,1418,8,79,49,15,10953,2023-01-08
924,1194,4,25,8,9,10044,2024-10-26
925,1412,5,70,3,9,43583,2023-11-01
926,1203,3,23,6,3,17281,2024-07-22
927,1005,1,69,20,6,20311,2022-04-10
928,1009,8,69,34,2,4504,2022-03-08
929,1433,6,37,42,2,26893,2023-10-10
930,1496,7,73,42,11,1641,2024-07-14
931,1031,1,5,17,15,47710,2024-11-23
932,1231,8,23,8,4,33836,2023-01-17
933,1159,2,6,27,6,41799,2022-09-10
934,1367,8,12,33,7,1164,2024-02-29
935,1320,2,16,3,11,22930,2022-09-04
936,1240,1,21,36,8,10095,2023-05-04
937,1290,6,6,35,16,11436,2023-07-23
938,1271,8,58,27,1,975,2023-09-18
939,1164,1,99,6,4,24168,2023-07-19
940,1165,6,100,23,17,44254,2022-09-05
941,1393,6,99,31,10,1339,2023-06-11
942,1034,1,37,32,7,45650,2023-10-20
943,1312,4,34,19,3,49364,2023-01-13
944,1311,8,95,33,17,21911,2022-12-18
945,1068,7,85,39,2,31293,2024-10-03
946,1455,5,90,30,8,6513,2023-06-07
947,1244,6,51,44,11,3424,2022-11-09
948,1365,6,41,15,12,3063,2022-07-18
949,1389,2,55,8,10,36668,2023-04-26
950,1222,5,80,31,6,6163,2023-07-03
951,1096,7,57,33,11,29657,2022-03-14
952,1091,4,82,17,7,14094,2024-12-17
953,1389,3,21,4,10,20314,2024-07-02
954,1327,7,19,20,11,28129,2024-01-08
955,1316,5,10,7,18,34523,2024-04-10
956,1260,2,42,6,15,33041,2024-06-30
957,1076,5,89,50,5,30041,2024-03-07
958,1321,7,33,13,2,49286,2023-11-02
959,1291,3,50,40,16,32074,2022-08-22
960,1243,7,32,39,18,8004,2023-03-17
961,1285,4,50,30,6,23499,2023-10-31
962,1322,2,16,47,16,25100,2023-07-22
963,1040,5,66,6,11,38085,2023-05-31
964,1077,1,84,27,18,14915,2024-11-13
965,1092,8,1,30,2,42348,2023-01-05
966,1176,1,59,18,11,1432,2024-05-14
967,1243,7,99,20,19,41157,2023-07-16
968,1010,7,57,43,16,41278,2023-12-22
969,1329,2,21,18,10,48439,2022-11-27
970,1333,7,97,29,19,11523,2024-02-10
971,1172,2,56,8,19,14716,2024-12-27
972,1007,6,85,27,3,45893,2022-02-04
973,1283,2,79,37,1,9514,2024-02-10
974,1056,4,92,46,4,30336,2023-11-11
975,1219,6,24,26,8,19002,2023-05-28
976,1463,7,16,33,18,43907,2023-03-06
977,1125,8,84,38,2,35485,2023-10-21
978,1029,3,26,5,17,22960,2023-06-17
979,1055,2,28,50,1,29219,2024-12-11
980,1129,2,70,4,7,30421,2022-04-26
981,1451,6,45,8,19,34546,2024-05-25
982,1282,1,39,17,16,24693,2024-08-05
983,1252,1,32,47,2,31659,2024-06-07
984,1052,4,19,33,19,29117,2022-08-03
985,1279,5,19,34,1,47795,2024-12-26
986,1213,7,86,44,4,1728,2022-08-15
987,1060,2,42,3,3,8398,2022-09-05
988,1117,3,68,41,4,12690,2023-12-13
989,1485,8,48,40,15,10104,2023-06-06
990,1318,6,23,36,9,12979,2023-11-03
991,1223,2,15,17,14,26004,2022-01-21
992,1336,5,55,40,17,2348,2022-09-09
993,1330,2,31,45,10,27876,2024-05-09
994,1292,3,33,19,2,25673,2022-06-30
995,1284,2,22,23,19,49194,2024-11-08
996,1414,2,97,43,14,48653,2023-03-25
997,1030,8,72,18,8,11914,2022-08-29
998,1336,4,75,38,4,1667,2022-06-23
999,1321,6,84,39,18,37519,2022-12-24
1000,1359,4,7,50,3,1839,2024-05-07
1001,1292,6,92,42,10,7722,2022-09-17
1002,1256,6,79,6,11,19829,2022-02-28
1003,1059,3,54,6,13,1728,2023-12-20
1004,1388,5,8,6,7,8720,2022-11-26
1005,1221,7,33,19,13,43613,2022-12-03
1006,1066,8,22,17,10,43922,2024-09-03
1007,1063,6,72,44,5,33243,2024-12-09
1008,1418,2,42,44,6,40068,2024-10-14
1009,1105,8,68,46,10,26875,2023-01-15
1010,1144,7,19,29,3,6916,2022-10-05
1011,1499,8,79,7,11,22782,2023-07-02
1012,1211,3,33,13,6,38910,2022-02-21
1013,1263,7,93,10,11,1028,2023-02-17
1014,1430,4,87,5,8,35069,2023-06-22
1015,1001,8,36,50,4,5576,2023-03-20
1016,1129,6,22,45,8,9203,2022-02-09
1017,1435,2,57,39,13,32233,2023-11-25
1018,1134,2,9,42,18,38107,2023-05-12
1019,1203,2,92,31,9,8791,2023-02-12
1020,1137,8,46,3,14,41103,2024-11-03
1021,1056,7,66,30,10,19264,2022-08-23
1022,1202,2,39,48,17,11306,2023-10-25
1023,1097,4,25,3,3,34955,2022-01-26
1024,1250,8,59,8,1,32220,2024-11-10
1025,1128,4,72,24,11,11312,2024-06-23
1026,1452,2,30,40,18,15299,2023-11-29
1027,1075,5,99,12,12,38818,2022-08-17
1028,1375,1,51,4,8,44066,2023-04-05
1029,1336,2,66,48,17,6000,2024-06-30
1030,1313,4,82,2,11,48580,2023-07-30
1031,1108,3,45,18,11,11129,2023-05-18
1032,1389,2,47,35,12,3528,2023-09-23
1033,1155,4,53,44,14,46275,2023-04-07
1034,1015,8,98,6,18,14862,2023-08-28
1035,1400,2,75,36,17,22927,2023-07-25
1036,1137,1,50,17,17,39827,2022-11-21
1037,1379,8,26,31,1,11664,2022-04-15
1038,1074,5,89,49,19,27007,2022-06-22
1039,1139,2,18,12,17,19768,2024-11-06
1040,1469,4,25,1,11,46385,2023-12-28
1041,1283,4,27,23,4,45853,2024-03-21
1042,1412,7,77,10,15,25040,2024-07-23
1043,1367,2,85,48,4,47381,2022-06-15
1044,1327,2,60,6,4,46593,2024-11-16
1045,1360,1,17,6,8,20470,2022-10-22
1046,1237,1,58,49,10,44231,2024-03-27
1047,1284,4,51,7,19,46627,2024-01-02
1048,1122,4,59,10,14,19078,2022-08-02
1049,1372,2,29,15,5,30175,2022-02-04
1050,1075,1,98,44,11,8593,2024-12-02
1051,1271,1,79,48,5,19488,2024-11-12
1052,1443,1,70,32,5,39461,2023-08-30
1053,1014,2,64,35,8,17662,2023-04-28
1054,1479,1,46,40,12,15745,2023-10-15
1055,1320,7,66,33,7,10502,2023-01-17
1056,1261,5,1,46,17,41742,2022-02-01
1057,1455,6,90,2,18,44443,2024-11-15
1058,1075,1,45,25,8,38817,2022-10-16
1059,1420,2,19,41,9,9111,2023-02-07
1060,1131,5,10,18,12,28187,2023-05-02
1061,1088,6,22,12,14,48493,2022-05-20
1062,1322,5,27,49,2,22125,2024-09-28
1063,1019,2,10,44,9,46068,2022-06-26
1064,1459,6,83,22,18,39888,2022-07-11
1065,1256,6,64,29,9,32348,2023-10-06
1066,1407,1,1,40,19,32056,2022-01-14
1067,1180,6,95,29,7,27179,2023-01-23
1068,1383,1,70,18,3,45504,2023-11-22
1069,1443,3,86,17,14,4751,2023-03-13
1070,1352,2,99,42,1,17442,2024-03-21
1071,1132,5,32,29,1,43951,2023-04-10
1072,1417,8,91,9,9,11970,2023-11-02
1073,1433,3,45,39,6,46353,2022-10-22
1074,1398,5,98,4,17,28521,2023-05-13
1075,1356,7,52,24,15,14968,2022-04-28
1076,1289,8,27,39,6,33260,2023-05-23
1077,1301,4,38,26,16,26352,2022-03-12
1078,1376,4,68,15,16,34105,2022-03-31
1079,1133,7,36,36,12,43664,2022-05-20
1080,1423,5,67,43,11,9903,2024-12-29
1081,1012,8,96,21,17,5112,2022-03-16
1082,1287,7,32,50,6,26119,2023-09-14
1083,1111,2,34,44,6,22348,2022-11-21
1084,1028,4,51,21,1,6773,2024-05-07
1085,1111,1,86,43,10,32106,2023-04-24
1086,1484,6,76,30,11,40485,2023-04-13
1087,1292,5,90,27,13,46570,2023-08-01
1088,1282,7,53,43,13,22112,2023-09-22
1089,1257,2,83,39,6,33307,2022-06-27
1090,1086,4,7,46,6,8968,2023-10-16
1091,1015,2,19,37,10,38885,2024-11-01
1092,1163,8,58,6,4,2082,2024-12-06
1093,1019,2,75,31,18,18721,2023-08-24
1094,1154,3,1,1,12,33229,2023-07-09
1095,1434,3,44,28,11,11858,2024-08-06
1096,1404,8,48,10,16,10494,2023-05-22
1097,1123,6,31,43,2,44707,2024-11-26
1098,1330,1,39,37,2,22656,2022-03-24
1099,1349,7,27,44,8,38229,2022-07-29
1100,1111,5,63,4,10,29753,2023-08-30
1101,1389,4,61,24,12,20480,2023-01-21
1102,1424,1,43,13,18,34238,2024-11-08
1103,1065,8,63,43,6,28168,2023-05-19
1104,1343,7,18,17,12,17027,2022-12-03
1105,1357,2,54,20,10,10332,2022-01-11
1106,1419,2,92,39,1,12245,2022-08-02
1107,1311,3,22,32,2,38249,2024-11-13
1108,1376,8,37,27,4,22894,2023-11-29
1109,1072,1,7,30,8,8447,2022-05-18
1110,1266,5,26,19,14,31185,2022-11-20
1111,1092,6,63,32,10,49876,2022-01-14
1112,1127,2,7,1,15,23196,2022-08-16
1113,1125,2,42,43,5,29710,2023-10-09
1114,1325,7,64,10,3,6741,2022-11-29
1115,1108,6,17,47,18,17122,2023-06-16
1116,1270,5,96,20,12,42657,2022-07-13
1117,1362,8,92,27,13,33921,2023-04-16
1118,1152,5,19,30,19,42479,2024-01-07
1119,1236,5,65,34,8,41291,2024-03-16
1120,1309,7,22,34,19,7701,2022-08-22
1121,1103,4,50,18,8,4856,2022-03-21
1122,1066,2,9,2,11,28407,2024-05-17
1123,1478,8,15,7,2,36949,2022-10-02
1124,1124,5,47,34,6,33412,2023-11-25
1125,1290,6,84,25,3,47391,2023-07-19
1126,1104,6,46,20,10,14044,2022-08-30
1127,1485,1,14,43,5,13090,2022-07-07
1128,1150,6,55,15,18,39715,2022-01-31
1129,1137,3,74,10,5,36983,2023-04-11
1130,1156,6,25,48,13,4605,2022-02-06
1131,1101,7,70,33,7,3729,2023-09-25
1132,1116,3,99,34,10,42375,2024-08-11
1133,1104,5,63,27,14,36386,2024-09-11
1134,1332,7,25,13,9,13965,2022-04-06
1135,1363,3,43,7,15,28065,2023-08-17
1136,1127,7,64,44,18,16673,2022-09-24
1137,1284,8,85,6,12,40663,2024-12-01
1138,1112,1,80,6,5,20100,2022-02-26
1139,1345,5,24,12,8,40092,2024-10-04
1140,1453,5,5,19,12,47253,2022-06-26
1141,1493,3,48,46,3,9184,2023-07-29
1142,1359,7,27,8,1,18169,2024-07-23
1143,1124,2,2,33,3,22754,2022-06-02
1144,1357,7,68,27,14,13988,2022-02-09
1145,1376,7,27,4,16,21497,2022-07-16
1146,1014,1,36,21,3,18570,2024-10-19
1147,1247,2,35,47,12,45392,2023-03-21
1148,1354,4,10,15,5,31544,2023-09-28
1149,1072,3,10,15,12,34191,2022-09-23
1150,1249,7,35,19,14,24796,2023-03-30
1151,1255,3,51,12,4,49501,2024-12-19
1152,1048,8,31,30,13,11968,2024-01-23
1153,1127,8,77,25,7,16913,2023-09-30
1154,1359,7,50,8,15,17447,2024-11-16
1155,1162,6,47,18,14,44115,2023-05-13
1156,1238,5,81,41,8,18414,2024-01-13
1157,1302,2,47,29,5,33263,2024-06-07
1158,1225,4,93,34,5,28938,2024-03-22
1159,1229,4,39,23,12,45324,2022-06-24
1160,1101,3,33,45,12,30830,2022-02-01
1161,1387,5,18,24,6,11398,2024-07-21
1162,1106,2,57,38,14,14520,2024-10-16
1163,1326,3,99,5,1,33309,2023-03-03
1164,1147,4,78,7,17,2542,2022-09-02
1165,1010,3,83,28,8,5965,2023-09-01
1166,1277,3,83,27,7,2131,2023-10-28
1167,1053,5,44,15,1,17466,2023-11-13
1168,1039,2,21,1,1,43557,2024-04-24
1169,1276,5,82,25,9,15324,2024-11-04
1170,1470,4,44,10,5,31148,2023-09-23
1171,1096,6,27,5,2,43415,2024-07-30
1172,1016,6,32,5,16,37882,2022-12-18
1173,1033,2,18,43,3,13621,2022-02-12
1174,1085,1,27,39,14,38915,2024-11-19
1175,1245,7,52,38,17,43574,2023-05-28
1176,1494,6,16,5,9,16428,2022-06-26
1177,1349,7,93,7,1,27787,2023-03-04
1178,1148,2,88,41,18,21722,2024-06-05
1179,1281,2,83,13,14,21251,2022-03-02
1180,1043,4,76,26,19,46062,2023-03-14
1181,1163,2,25,26,4,13822,2023-11-04
1182,1270,7,63,21,5,18598,2024-02-12
1183,1307,8,73,17,2,36568,2022-08-18
1184,1007,8,72,3,8,17970,2023-08-13
1185,1123,1,82,10,11,33484,2022-02-07
1186,1365,3,36,43,17,38161,2024-02-12
1187,1244,6,79,28,6,8438,2023-12-25
1188,1262,8,32,6,10,9731,2022-09-03
1189,1400,1,48,18,8,7426,2022-04-26
1190,1325,1,52,12,4,40397,2023-04-28
1191,1374,7,65,35,16,28989,2024-11-04
1192,1383,6,20,20,14,14747,2024-12-04
1193,1273,4,89,33,11,29299,2023-10-01
1194,1108,8,37,8,14,13695,2023-12-13
1195,1209,2,32,24,6,12042,2024-11-14
1196,1378,3,63,32,13,31336,2022-04-20
1197,1123,1,68,29,2,29702,2023-04-20
1198,1156,1,37,35,8,13185,2022-12-31
1199,1032,8,19,16,6,48029,2022-01-03
1200,1302,2,24,47,5,43903,2024-06-29
1201,1128,1,30,34,2,34957,2022-04-24
1202,1328,5,95,1,13,5359,2023-05-05
1203,1080,4,90,20,5,13034,2023-10-25
